UserId,DeviceId,ModifiedCreatedTime
dd30e9a2-359b-43f0-867c-1bdace26c1c8,32E052146280E831,1/14/2022 4:17:10 AM
dd30e9a2-359b-43f0-867c-1bdace26c1c8,A09F107A2437,5/7/2022 5:27:42 AM
31096c21-db3c-4d4e-8781-e98d80f7b15e,20035598D26EE5B2,2/23/2021 11:03:51 AM
31096c21-db3c-4d4e-8781-e98d80f7b15e,38014656A976,2/23/2021 11:02:54 AM
f6d9480b-fc66-4ec6-845c-ea91597e9e84,9AAC3355735E56C7,12/13/2021 5:13:27 PM
f6d9480b-fc66-4ec6-845c-ea91597e9e84,A09F1078AB1C,12/13/2021 5:13:18 PM
72af769a-d193-47d9-b9c9-8341605321d4,4401BB202DEB,8/8/2021 4:47:26 AM
72af769a-d193-47d9-b9c9-8341605321d4,93AA1DAAA8C03356,4/15/2021 2:46:14 PM
5d58d60a-177e-48ff-af24-f09fa83a7a20,38014656A987,6/7/2021 5:10:11 PM
5d58d60a-177e-48ff-af24-f09fa83a7a20,4855E9968798D940,6/7/2021 5:10:20 PM
28a799d9-bce2-41fb-a989-0e2f599c194e,A09F1077EED7,9/10/2021 4:47:34 PM
28a799d9-bce2-41fb-a989-0e2f599c194e,A16BE4891ABD9750,9/10/2021 4:48:33 PM
883fc6bd-8adc-404d-a6aa-137a282457ad,A09F107A2272,8/3/2021 2:52:45 PM
883fc6bd-8adc-404d-a6aa-137a282457ad,CC517C469737F78A,8/3/2021 2:52:48 PM
bd1ab3be-9846-4a9d-a789-a4bce1b11952,A09F107A2419,6/29/2021 4:56:59 PM
bd1ab3be-9846-4a9d-a789-a4bce1b11952,BCCB73856C1224EA,6/29/2021 6:45:43 PM
20b84fbe-dfbe-4fdd-9a2f-77493d2c737f,4401BB202CB4,7/16/2021 5:55:32 AM
20b84fbe-dfbe-4fdd-9a2f-77493d2c737f,C0F8695103C52B8B,7/23/2021 9:34:46 AM
7282bae9-6434-4362-9a7c-2077f4cd12a2,2F80EF83306BDCF3,4/16/2021 2:45:11 PM
7282bae9-6434-4362-9a7c-2077f4cd12a2,4401BB24F4AF,4/16/2021 2:45:05 PM
b35a7a32-acad-4368-a399-0877b3cf192f,4401BB2513B0,6/30/2021 4:47:51 PM
b35a7a32-acad-4368-a399-0877b3cf192f,DAF69C7E0DD84C4C,6/30/2021 4:40:34 PM
c2f14c35-e52f-49ea-95ca-e25e07578c8d,4401BB24C926,1/1/2021 4:32:26 PM
c2f14c35-e52f-49ea-95ca-e25e07578c8d,E1FE90F3D19F1345,1/1/2021 4:32:37 PM
41de9bf4-da21-4ac5-bcd0-93b32ad59fcb,240A6A3155646D41,10/4/2021 3:31:31 PM
41de9bf4-da21-4ac5-bcd0-93b32ad59fcb,A09F10789BE8,10/4/2021 10:22:37 AM
d63d0e36-33f0-40c1-a940-a9be20b1c064,84DA881F0633BA84,10/3/2021 7:46:43 PM
d63d0e36-33f0-40c1-a940-a9be20b1c064,A09F107A224A,10/3/2021 1:17:21 PM
61288734-e8d6-4b84-a6d8-177401c2f03b,4401BB202E37,1/22/2021 11:15:10 AM
61288734-e8d6-4b84-a6d8-177401c2f03b,79ACDF9598D4D84B,1/22/2021 11:15:18 AM
3ee32c8e-c687-4000-8075-fdde9ec4a742,1E275397C4142952,9/15/2021 5:11:24 AM
3ee32c8e-c687-4000-8075-fdde9ec4a742,4401BB202CCC,9/15/2021 5:11:18 AM
0fdb814a-c0d8-4761-af57-39aa4800f4a5,241890E8F376FA32,3/10/2021 10:30:26 PM
0fdb814a-c0d8-4761-af57-39aa4800f4a5,38014656D620,3/10/2021 10:30:18 PM
ac8cf8e7-c3ab-409b-a1e3-9015718c42f3,4401BB251381,6/8/2021 3:32:34 PM
ac8cf8e7-c3ab-409b-a1e3-9015718c42f3,BC47EEB6B8AEC362,6/8/2021 3:32:41 PM
d58dd40b-3597-45ca-bcfa-b884e0e5c035,A09F10789CE3,6/17/2022 8:19:25 AM
9f0bc2be-ba93-442b-8d7a-f94d5fbebccd,81D38AC8D564ABB1,10/16/2021 11:56:46 AM
9f0bc2be-ba93-442b-8d7a-f94d5fbebccd,A09F107A2477,10/16/2021 9:55:44 AM
4b35610b-2703-4d16-a0b0-ea97cbcf1827,38014656A8D8,4/26/2022 1:06:55 AM
4b35610b-2703-4d16-a0b0-ea97cbcf1827,AC891BAE0BDE57DD,4/26/2022 1:07:12 AM
3a0bf890-860e-4a63-b943-51ab4fd9b8fb,18228AE375963657,9/12/2021 5:50:17 PM
3a0bf890-860e-4a63-b943-51ab4fd9b8fb,A09F1078AB5F,9/23/2021 3:41:14 PM
51a4ea3f-fe73-4e2e-9940-dc0933deb487,19E02AA30CEDA106,12/22/2021 9:55:47 PM
51a4ea3f-fe73-4e2e-9940-dc0933deb487,4401BB24F4EA,12/22/2021 9:53:47 PM
0648c2c9-2fcc-4cfd-83ea-f5ff61c79b06,0F450B03D5BF4931,6/1/2021 7:16:26 PM
0648c2c9-2fcc-4cfd-83ea-f5ff61c79b06,38014656CC78,6/4/2021 6:07:25 PM
74e0d2a8-7b77-45bc-b360-8d9845d614cc,944E2E55EB099D7D,11/28/2021 5:08:48 AM
df271e0c-92e3-4b78-ba30-a21a46bcf05b,4401BB24C7F3,11/12/2020 11:07:15 AM
df271e0c-92e3-4b78-ba30-a21a46bcf05b,B7E45C517D7B1230,11/12/2020 11:07:28 AM
93a4f046-198f-4933-9586-7559ced735d1,185B20C0963F8423,7/17/2021 11:07:21 AM
93a4f046-198f-4933-9586-7559ced735d1,A09F1078A9A1,7/17/2021 11:07:12 AM
ba82d7ae-d905-44ce-bb60-9def0cb93191,A09F107A23FD,3/16/2022 6:07:18 PM
ba82d7ae-d905-44ce-bb60-9def0cb93191,B7415BC8E73D8238,12/25/2021 10:54:29 AM
d1604e6e-7690-47a7-8d04-164215d66824,4401BB25126F,6/4/2021 6:36:31 PM
d1604e6e-7690-47a7-8d04-164215d66824,62E751646E8AD17E,6/4/2021 6:36:39 PM
4e880a9f-a5f2-4689-8529-61f886674845,4007566ED4BE6159,6/24/2021 8:36:52 PM
4e880a9f-a5f2-4689-8529-61f886674845,4401BB24F4F6,6/24/2021 8:36:47 PM
01b7eea3-a7f7-4fd2-99c9-0fab9afee733,A09F107A23E1,9/21/2021 8:40:31 PM
01b7eea3-a7f7-4fd2-99c9-0fab9afee733,FD1D3FF586A30536,9/21/2021 8:40:41 PM
89a71446-5a53-45d8-8085-9bdc25474966,A09F107A2274,11/26/2021 10:13:58 PM
89a71446-5a53-45d8-8085-9bdc25474966,CBB34586A397434E,11/26/2021 10:14:02 PM
16ef1f6c-c1bc-4d5c-aafa-416021183a5d,47F4ABBFC791F125,8/16/2021 6:14:58 AM
16ef1f6c-c1bc-4d5c-aafa-416021183a5d,A09F1078AB59,8/16/2021 6:14:53 AM
3420f33d-fe93-42b1-af5a-d1c4316b35aa,151882EA13DFAF14,10/25/2021 4:56:39 PM
3420f33d-fe93-42b1-af5a-d1c4316b35aa,A09F1077EECB,10/25/2021 4:56:28 PM
4cc7482f-2dd8-482c-8583-78043c810565,012F46E831AEBB69,2/28/2022 5:58:37 PM
4cc7482f-2dd8-482c-8583-78043c810565,4401BB24C953,2/26/2022 2:24:21 PM
7c2a8501-48bb-43a6-a33c-567fba565bff,D9FB4B39CF1D0921,6/20/2022 3:34:41 PM
7c2a8501-48bb-43a6-a33c-567fba565bff,F0C8142F7710,6/22/2022 9:15:57 AM
e2521cd2-a2c3-4538-9deb-9bd583b4ebfa,4401BB24C8F4,7/17/2021 7:34:47 AM
e2521cd2-a2c3-4538-9deb-9bd583b4ebfa,C6107083A75DC894,7/17/2021 7:34:48 AM
b7137e00-9eab-4772-879f-cb1b583f3d52,38014656D623,3/11/2022 6:33:18 PM
b7137e00-9eab-4772-879f-cb1b583f3d52,C72BAD579B33819E,3/11/2022 6:33:25 PM
a7fbc0f9-5d3c-42d6-90a8-678e696b0369,9152E83091970F7C,8/20/2020 4:14:58 AM
21ca02ed-5a96-4caa-8de4-cacede56135b,A09F10789D28,11/2/2021 4:18:56 PM
21ca02ed-5a96-4caa-8de4-cacede56135b,C092D534232C885D,11/2/2021 4:18:58 PM
3e5d2414-53f2-4821-a94c-d0d3ab8015d6,A09F1078AABD,11/29/2021 5:19:02 PM
3e5d2414-53f2-4821-a94c-d0d3ab8015d6,AC47C67E625CDA12,11/29/2021 5:19:09 PM
